word_id,english_word,word_type,turkish_meaning,category_1,category_2,category_3,english_level,sample_sentence_en,sample_sentence_tr,is_known
11608,chaste,adjective,iffetli,Gemini, , ,C2,In the past; a woman needed to be chaste to make a good marriage.,Eskiden; iyi bir evlilik yapabilmek için kadının iffetli olması gerekiyordu.,0
11609,cheerless,adjective,neşesiz,Gemini, , ,C2,The room was cheerless without any decorations.,Hiçbir süslemesi olmayan oda neşesizdi.,0
11610,cheesy,adjective,peynirli,Gemini, , ,C2,She gave a cheesy grin to the cameras.,Kameralara muzip bir sırıtış attı.,0
11611,chinese,adjective,Çince,Gemini, , ,C2,She studied Chinese calligraphy for many years.,Uzun yıllar Çin kaligrafisi üzerine çalıştı.,0
11612,chivalrous,adjective,şövalye ruhlu,Gemini, , ,C2,He was polite and chivalrous and never cursed in front of her.,Çok nazik ve centilmendi; onun önünde asla küfür etmezdi.,0
11613,circumstantial,adjective,dolaylı,Gemini, , ,C2,The case against her was circumstantial.,Kendisine karşı açılan dava dolaylıydı.,0
11614,clad,adjective,giyinmiş,Gemini, , ,C2,A strange figure appeared in the doorway; clad in white.,Kapıda beyazlar giymiş garip bir figür belirdi.,0
11615,classified,adjective,sınıflandırılmış,Gemini, , ,C2,These documents contain classified material.,Bu belgeler gizli bilgi içermektedir.,0
11616,clement,adjective,şefkatli,Gemini, , ,C2,It's very clement for the time of year.,Yılın bu zamanı için oldukça ılıman.,0
11617,clinging,adjective,yapışan,Gemini, , ,C2,Up to the time she started school; her daughter was very clinging.,Kızı okula başlayıncaya kadar çok yapışkandı.,0
11618,coercive,adjective,zorlayıcı,Gemini, , ,C2,The president relied on the coercive powers of the military.,Başkan; askeriyenin zorlayıcı güçlerine güvendi.,0
11619,cognate,adjective,akraba,Gemini, , ,C2,"The Italian word ""mangiare"" (= to eat) is cognate with the French ""manger"".","İtalyanca ""mangiare"" (= yemek) kelimesi Fransızca ""manger"" kelimesiyle aynı kökten gelmektedir.",0
11620,coincident,adjective,tesadüf,Gemini, , ,C2,His birth was coincident with the end of the war.,Doğumu savaşın bittiği zamana denk geldi.,0
11621,colossal,adjective,devasa,Gemini, , ,C2,In the centre of the hall stood a colossal wooden statue; decorated in ivory and gold.,Salonun ortasında fildişi ve altınla süslenmiş devasa bir ahşap heykel duruyordu.,0
11622,combustible,adjective,yanıcı,Gemini, , ,C2,Wood and coal are both combustible substances.,Odun ve kömür her ikisi de yanıcı maddelerdir.,0
11623,comely,adjective,güzel,Gemini, , ,C2,Alas; my comely child; Why will thou from me go?,Ah; güzel çocuğum; niçin benden gidiyorsun?,0
11624,comfortless,adjective,kasvetli,Gemini, , ,C2,A blast of desolation; a portent of disgrace and disaster; seemed to draw through the comfortless hall.,Bir yıkım dalgası; bir utanç ve felaketin habercisi; rahatsız edici salona doğru ilerliyor gibiydi.,0
11625,comfy,adjective,rahat,Gemini, , ,C2,There are two big comfy sofas in the lounge.,Salonda iki adet büyük ve rahat koltuk bulunmaktadır.,0
11626,committed,adjective,bağlılık,Gemini, , ,C2,We are committed to withdrawing our troops by the end of the year.,Yıl sonuna kadar birliklerimizi çekmeyi taahhüt ediyoruz.,0
11627,commonplace,adjective,sıradan,Gemini, , ,C2,Electric cars are increasingly commonplace.,Elektrikli otomobiller giderek yaygınlaşıyor.,0
11628,compulsive,adjective,zorlayıcı,Gemini, , ,C2,I always find programmes about hospitals compulsive viewing.,Hastanelerle ilgili programları her zaman takıntılı buluyorum.,0
11629,conceited,adjective,kendini beğenmiş,Gemini, , ,C2,Without wishing to sound conceited; I am the best salesperson in the company.,Kendimi beğenmiş biri gibi görünmek istemem ama; ben şirketin en iyi satış elemanıyım.,0
11630,conclusive,adjective,kesin,Gemini, , ,C2,They had conclusive evidence/proof of her guilt.,Onun suçluluğuna dair kesin delilleri/ispatları vardı.,0
11631,conductive,adjective,iletken,Gemini, , ,C2,Aluminium is a conductive metal.,Alüminyum iletken bir metaldir.,0
11632,congruous,adjective,uyumlu,Gemini, , ,C2,His conclusion is congruous with one previously drawn by Mayer.,Onun vardığı sonuç; Mayer'in daha önce vardığı sonuçla örtüşüyor.,0
11633,connecting,adjective,bağlanıyor,Gemini, , ,C2,There's a connecting walkway between the buildings.,Binalar arasında bağlantı sağlayan bir yürüyüş yolu bulunmaktadır.,0
11634,conspicuous,adjective,göze çarpan,Gemini, , ,C2,In China; her blonde hair was conspicuous.,Çin'de; sarı saçları dikkat çekiyordu.,0
11635,consulting,adjective,danışmanlık,Gemini, , ,C2,This is an introductory course for graduates who are considering a career in consulting.,Danışmanlık sektöründe kariyer yapmayı düşünen mezunlar için giriş seviyesinde bir kurstur.,0
11636,contented,adjective,memnun,Gemini, , ,C2,She smiled a contented smile.,Memnun bir şekilde gülümsedi.,0
11637,continental,adjective,kıtasal,Gemini, , ,C2,Geologists map past and future continental drift.,Jeologlar geçmiş ve gelecekteki kıtaların kaymasını haritalandırırlar.,0
11638,cooked,adjective,pişmiş,Gemini, , ,C2,I don't think the chicken is completely cooked.,Tavuğun tamamen pişmediğini düşünüyorum.,0
11639,cordial,adjective,samimi,Gemini, , ,C2,Relations between the two leaders are said to be cordial.,İki lider arasındaki ilişkilerin samimi olduğu belirtiliyor.,0
11640,corky,adjective,mantar gibi,Gemini, , ,C2,These pumpkins tend to have hard; corky stems.,Bu kabakların sapları sert; mantarımsı olma eğilimindedir.,0
11641,corny,adjective,bayat,Gemini, , ,C2,I couldn't watch the whole movie - it was just too corny.,Filmin tamamını izleyemedim; çok basitti.,0
11642,corpulent,adjective,şişman,Gemini, , ,C2,The corpulent man struggled to fit into the chair.,Şişman adam sandalyeye sığmakta zorlanıyordu.,0
11643,covert,adjective,gizli,Gemini, , ,C2,The government was accused of covert military operations against the regime.,Hükümetin rejime karşı gizli askeri operasyonlar düzenlediği iddia edildi.,0
11644,covetous,adjective,açgözlü,Gemini, , ,C2,I can't help casting covetous looks at my neighbour's new Porsche.,Komşumun yeni Porsche'sine imrenerek bakmaktan kendimi alamıyorum.,0
11645,coy,adjective,utangaç,Gemini, , ,C2,She's very coy about her age.,Yaşı konusunda çok utangaç.,0
11646,cracking,adjective,çatlama,Gemini, , ,C2,He scored with a cracking shot into the back of the goal.,Kaleye sert bir vuruşla gol attı.,0
11647,cranky,adjective,huysuz,Gemini, , ,C2,He's been cranky all day.,Bütün gün huysuzdu.,0
11648,credulous,adjective,saf,Gemini, , ,C2,I do not think I am a particularly credulous person; or one prone to indulge in easy enthusiasms; and I certainly don't believe in painting a fairy picture in glowing colours by way of being encouraging.,Ben kendimi pek kolay kanan biri olarak görmüyorum; ya da kolay heveslere kapılan biri değilim; ve kesinlikle cesaretlendirmek için parlak renklerle bir peri masalı resmi çizmeye inanmıyorum.,0
11649,crimpy,adjective,kıvrımlı,Gemini, , ,C2,It's really difficult to comb her short; crimpy hair.,Kısa; kıvırcık saçlarını taramak gerçekten zor.,0
11650,crummy,adjective,berbat,Gemini, , ,C2,The service at the restaurant was crummy.,Restorandaki servis çok kötüydü.,0
11651,crushing,adjective,ezici,Gemini, , ,C2,The experience of stardom can be absolutely crushing.,Yıldız olma deneyimi kesinlikle yıkıcı olabilir.,0
11652,cryptic,adjective,gizemli,Gemini, , ,C2,I got a cryptic text from Sam.,Sam'den şifreli bir mesaj aldım.,0
11653,cumbersome,adjective,hantal,Gemini, , ,C2,"Add to word list



Add to word list



difficult to do or manage and taking a lot of time and effort: Critics say that the process for amending the Constitution is cumbersome; but others defend it.","Kelime listesine ekle

Kelime listesine ekle

Yapılması veya yönetilmesi zor ve çok zaman ve emek gerektiren bir süreç: Eleştirmenler; Anayasa'yı değiştirme sürecinin zahmetli olduğunu söylerken; diğerleri ise bunu savunuyor.",0
11654,cunning,adjective,kurnaz,Gemini, , ,C2,I have a cunning ploy that's guaranteed to succeed.,Başarıya ulaşacağı kesin olan kurnazca bir planım var.,0
11655,dainty,adjective,zarif,Gemini, , ,C2,She was a small; dainty child; unlike her sister who was large and had big feet.,O; iri yapılı ve büyük ayakları olan kız kardeşinin aksine; küçük ve zarif bir çocuktu.,0
11656,dashing,adjective,gösterişli,Gemini, , ,C2,He looked dashing in his new suit.,Yeni takım elbisesi içinde çok yakışıklı görünüyordu.,0
11657,dauntless,adjective,korkusuz,Gemini, , ,C2,In spite of the scale of the famine; the relief workers struggled on with dauntless optimism.,Kıtlığın boyutlarına rağmen yardım görevlileri yılmaz bir iyimserlikle mücadeleye devam ettiler.,0
11658,dearest,adjective,en sevgili,Gemini, , ,C2,"Dearest Kitty;"" she wrote.","""Sevgili Kedi;"" diye yazdı.",0
11659,deceased,adjective,ölen,Gemini, , ,C2,The deceased shot her mother before killing herself.,Ölen kişi intihar etmeden önce annesini vurdu.,0
11660,defective,adjective,arızalı,Gemini, , ,C2,I think that theory is defective.,Ben bu teorinin hatalı olduğunu düşünüyorum.,0
11661,delirious,adjective,çılgın,Gemini, , ,C2,She had a high temperature and was delirious.,Ateşi yüksekti ve sayıklıyordu.,0
11662,delusional,adjective,sanrısal,Gemini, , ,C2,Delusional thinking is common in schizophrenia.,Şizofrenide sanrısal düşünce yaygındır.,0
11663,demented,adjective,bunak,Gemini, , ,C2,She was nearly demented with worry when her son didn't come home.,Oğlu eve gelmeyince neredeyse endişeden delirecekti.,0
11664,demonic,adjective,şeytani,Gemini, , ,C2,He had a demonic (= cruel) gleam in his eye.,Gözünde şeytani (= zalim) bir parıltı vardı.,0
11665,demure,adjective,çekingen,Gemini, , ,C2,She gave him a demure smile.,Ona mahcup bir gülümsemeyle baktı.,0
11666,deplorable,adjective,acınası,Gemini, , ,C2,I thought his behaviour was absolutely deplorable.,Davranışının kesinlikle kınanacak olduğunu düşündüm.,0
11667,desolate,adjective,ıssız,Gemini, , ,C2,The house stood in a bleak and desolate landscape.,Ev; kasvetli ve ıssız bir manzaranın ortasında duruyordu.,0
11668,despicable,adjective,aşağılık,Gemini, , ,C2,He's a despicable human being!,O aşağılık bir insan!,0
11669,destitute,adjective,yoksul,Gemini, , ,C2,The floods left thousands of people destitute.,Sel felaketi binlerce insanı yoksul bıraktı.,0
11670,devious,adjective,sinsi,Gemini, , ,C2,You have to be devious if you're going to succeed in business.,İş hayatında başarılı olmak istiyorsanız kurnaz olmalısınız.,0
11671,devoid,adjective,yoksun,Gemini, , ,C2,Their apartment is devoid of all comforts.,Dairelerinde her türlü konfordan yoksunlar.,0
11672,devout,adjective,dindar,Gemini, , ,C2,She is a devout follower of her religion.,O; dinine bağlı bir kişidir.,0
11673,dietary,adjective,diyet,Gemini, , ,C2,Dietary habits can be very difficult to change.,Beslenme alışkanlıklarını değiştirmek çok zor olabilir.,0
11674,diffident,adjective,çekingen,Gemini, , ,C2,You shouldn't be so diffident about your achievements - you've done really well!,Başarılarınız konusunda bu kadar çekingen olmamalısınız; gerçekten çok iyi iş çıkardınız!,0
11675,digestive,adjective,sindirim,Gemini, , ,C2,Pineapple contains enzymes that aid digestive processes.,Ananas; sindirim sürecine yardımcı olan enzimler içerir.,0
11676,dingy,adjective,pis,Gemini, , ,C2,Her hair was a dingy brown colour.,Saçları kirli kahverengi renkteydi.,0
11677,dire,adjective,korkunç,Gemini, , ,C2,These people are in dire need of help.,Bu insanların yardıma çok ihtiyacı var.,0
11678,discernible,adjective,fark edilebilir,Gemini, , ,C2,The influence of Rodin is discernible in the younger artist.,Genç sanatçıda Rodin'in etkileri açıkça görülüyor.,0
11679,discourteous,adjective,nezaketsiz,Gemini, , ,C2,The employees were unhelpful and discourteous.,Çalışanlar yardımsever ve nezaketsizdi.,0
11680,discreet,adjective,gizli,Gemini, , ,C2,The family made discreet enquiries about his background.,Aile; onun geçmişi hakkında gizli soruşturmalar yaptı.,0
11681,disgraceful,adjective,utanç verici,Gemini, , ,C2,She thought that their attitude was absolutely disgraceful.,Onların bu tutumunun son derece utanç verici olduğunu düşünüyordu.,0
11682,disingenuous,adjective,samimiyetsiz,Gemini, , ,C2,It was disingenuous of her to claim she had no financial interest in the case.,Davada maddi bir çıkarı olmadığını iddia etmesi samimiyetsizdi.,0
11683,disinterested,adjective,ilgisiz,Gemini, , ,C2,Unlike most boys his age; he was totally disinterested in cars or girls.,Yaşıtlarındaki çoğu erkek çocuğunun aksine; arabalara ve kızlara karşı hiç ilgisi yoktu.,0
11684,disloyal,adjective,vefasız,Gemini, , ,C2,His sisters thought that his autobiography was disloyal to the family.,Kız kardeşleri onun otobiyografisinin aileye sadakatsizlik olduğunu düşünüyorlardı.,0
11685,disoriented,adjective,yönünü kaybetmiş,Gemini, , ,C2,Whales become disoriented in shallow water.,Balinalar sığ sularda yönlerini kaybederler.,0
11686,disposable,adjective,tek kullanımlık,Gemini, , ,C2,High-tech gadgets have become disposable.,Yüksek teknolojili aletler artık tek kullanımlık hale geldi.,0
11687,disreputable,adjective,itibarsız,Gemini, , ,C2,Some of the more disreputable newspapers made false claims about her private life.,Bazı itibarsız gazeteler onun özel hayatı hakkında asılsız iddialarda bulundu.,0
11688,dissimilar,adjective,farklı,Gemini, , ,C2,The new house is not dissimilar (= is similar) to our old one; except that it's slightly bigger.,Yeni ev eskisinden pek de farklı değil (= benzer); sadece biraz daha büyük.,0
11689,distasteful,adjective,tatsız,Gemini, , ,C2,He found the subject of their conversation very distasteful.,Konuşmalarının konusunu çok itici buldu.,0
11690,distraught,adjective,perişan,Gemini, , ,C2,The missing child's distraught parents made an emotional appeal for information on TV.,Kayıp çocuğun perişan haldeki anne ve babası televizyondan duygusal bir şekilde bilgi çağrısında bulundu.,0
11691,doable,adjective,yapılabilir,Gemini, , ,C2,This project may be difficult; but I still think it's doable.,Bu proje zor olabilir; ama yine de yapılabilir olduğunu düşünüyorum.,0
11692,doleful,adjective,kederli,Gemini, , ,C2,Her doleful expression showed her sadness.,Kederli ifadesi üzüntüsünü gösteriyordu.,0
11693,doomed,adjective,mahkûm,Gemini, , ,C2,This is a doomed city.,Bu; mahvolmaya mahkûm bir şehir.,0
11694,downright,adjective,büsbütün,Gemini, , ,C2,I think the way she was treated is a downright disgrace.,Kendisine yapılan muamelenin tam bir rezalet olduğunu düşünüyorum.,0
11695,dubious,adjective,şüpheli,Gemini, , ,C2,These claims are dubious and not scientifically proven.,Bu iddialar şüphelidir ve bilimsel olarak kanıtlanmamıştır.,0
11696,dysfunctional,adjective,işlevsiz,Gemini, , ,C2,The dysfunctional family struggled with communication.,İşlevsiz ailede iletişim sorunu yaşanıyordu.,0
11697,earthy,adjective,topraksı,Gemini, , ,C2,She has an earthy sense of humour.,Onun çok gerçekçi bir mizah anlayışı var.,0
11698,eatable,adjective,yenilebilir,Gemini, , ,C2,It was a bit stuffy; but the food was eatable.,Biraz havasızdı; ama yemekler yenilebilirdi.,0
11699,edacious,adjective,edacious,Gemini, , ,C2,Paul has an edacious appetite.,Paul'ün iştahı çok aç.,0
11700,edgy,adjective,sinirli,Gemini, , ,C2,He was feeling a little edgy about the whole thing.,Bütün bu olaylar onu biraz huzursuz ediyordu.,0
11701,effeminate,adjective,kadınsı,Gemini, , ,C2,He's got a very effeminate manner/voice.,Çok kadınsı bir tavrı/sesi var.,0
11702,efficacious,adjective,etkili,Gemini, , ,C2,We believe that educational or counselling schemes are a more efficacious way of dealing with this problem than harsh sanctions.,Bu sorunla başa çıkmanın sert yaptırımlardan ziyade eğitim veya danışmanlık programlarının daha etkili bir yol olduğuna inanıyoruz.,0
11703,erratic,adjective,düzensiz,Gemini, , ,C2,He drove in an erratic course down the road.,Yolda dengesiz bir seyir izliyordu.,0
11704,eventful,adjective,olaylı,Gemini, , ,C2,Her time at college was the most eventful period of her life.,Üniversite yılları hayatının en hareketli dönemiydi.,0
11705,expedient,adjective,uygun,Gemini, , ,C2,It might be expedient not to pay him until the work is finished.,İş tamamlanana kadar ona ödeme yapmamak uygun olabilir.,0
11706,facile,adjective,kolay,Gemini, , ,C2,We must avoid facile recriminations about who was to blame.,Kimin suçlu olduğuna dair kolay suçlamalardan kaçınmalıyız.,0
11707,faithless,adjective,inançsız,Gemini, , ,C2,He felt faithless after the betrayal.,İhanetin ardından kendini sadakatsiz hissetti.,0
11708,farsighted,adjective,ileri görüşlü,Gemini, , ,C2,Buying those shares was a very farsighted move—they must be worth ten times their original value now.,Bu hisseleri satın almak çok ileri görüşlü bir hareketti; şu anda orijinal değerlerinin on katı değerinde olmalılar.,0
11709,fastidious,adjective,titiz,Gemini, , ,C2,He is very fastidious about how a suitcase should be packed.,Bavulun nasıl paketlenmesi gerektiği konusunda çok titizdir.,0
11710,faultless,adjective,kusursuz,Gemini, , ,C2,He gave a faultless performance at the piano recital.,Piyano resitalinde kusursuz bir performans sergiledi.,0
11711,fearful,adjective,korkunç,Gemini, , ,C2,I am fearful he will injure himself one of these days.,Bir gün kendine zarar vermesinden korkuyorum.,0
11712,fearless,adjective,korkusuz,Gemini, , ,C2,The fearless leader inspired his troops.,Korkusuz lider askerlerine ilham verdi.,0
11713,feeble,adjective,zayıf,Gemini, , ,C2,He was a feeble; helpless old man.,Zayıf; çaresiz bir ihtiyardı.,0
11714,feisty,adjective,ateşli,Gemini, , ,C2,He launched a feisty attack on the government.,Hükümete sert bir saldırı başlattı.,0
11715,fertile,adjective,bereketli,Gemini, , ,C2,People get less fertile as they get older.,Yaş ilerledikçe insanlar daha az doğurgan hale gelirler.,0
11716,fervent,adjective,ateşli,Gemini, , ,C2,It is his fervent hope that a peaceful solution will soon be found.,En kısa zamanda barışçıl bir çözüm bulunmasını yürekten umuyor.,0
11717,fetid,adjective,iğrenç,Gemini, , ,C2,A fetid odor emanated from the stagnant water.,Durgun sudan pis bir koku yayılıyordu.,0
11718,fickle,adjective,kararsız,Gemini, , ,C2,She's so fickle - she's never been interested in the same man for more than a week!,O kadar kararsız ki; aynı adamla bir haftadan fazla ilgilenmiyor!,0
11719,fitful,adjective,düzensiz,Gemini, , ,C2,Her breathing is fitful.,Nefes alış verişi düzensiz.,0
11720,flabby,adjective,gevşek,Gemini, , ,C2,I was starting to get a bit flabby around my waist.,Bel çevrem biraz sarkmaya başlamıştı.,0
11721,flamboyant,adjective,gösterişli,Gemini, , ,C2,The writer's flamboyant lifestyle was well known.,Yazarın gösterişli yaşam tarzı herkesçe biliniyordu.,0
11722,fleeting,adjective,geçici,Gemini, , ,C2,This is just a fleeting visit.,Bu sadece geçici bir ziyaret.,0
11723,flimsy,adjective,çürük,Gemini, , ,C2,You won't be warm enough in that flimsy dress.,O incecik elbiseyle yeterince sıcak kalamazsın.,0
11724,flippant,adjective,küstah,Gemini, , ,C2,It's easy to be flippant; but we have a serious problem to deal with here.,Hafife almak kolaydır; ancak burada uğraşmamız gereken ciddi bir sorun var.,0
11725,floral,adjective,çiçek,Gemini, , ,C2,The candle has a sweet but not cloying scent of white florals.,Mumun beyaz çiçeklerin tatlı ama boğucu olmayan bir kokusu var.,0
11726,fluffy,adjective,kabarık,Gemini, , ,C2,Beat the eggs and sugar together until they are fluffy.,Yumurta ve şekeri kabarana kadar çırpın.,0
11727,flushed,adjective,kızarmış,Gemini, , ,C2,You look a little flushed - are you hot?,Biraz kızarmış görünüyorsun - sıcak mısın?,0
11728,foolproof,adjective,kusursuz,Gemini, , ,C2,I don't believe there's any such thing as a foolproof system for making money.,Para kazanmak için kusursuz bir sistem olduğuna inanmıyorum.,0
11729,forceful,adjective,güçlü,Gemini, , ,C2,The opposition leader led a very forceful attack on the government in parliament this morning.,Muhalefet lideri bu sabah parlamentoda hükümete karşı çok sert bir saldırı başlattı.,0
11730,foremost,adjective,en önemlisi,Gemini, , ,C2,This is one of the country's foremost arts centres.,Burası ülkenin önde gelen sanat merkezlerinden biri.,0
11731,frail,adjective,zayıf,Gemini, , ,C2,I last saw him just last week and thought how old and frail he looked.,Onu en son geçen hafta gördüm ve ne kadar yaşlı ve zayıf göründüğünü düşündüm.,0
11732,frantic,adjective,çılgın,Gemini, , ,C2,Where on earth have you been? We've been frantic with worry.,Nerelerdeydin sen? Biz endişeden delirdik.,0
11733,fraudulent,adjective,sahtekarlık,Gemini, , ,C2,A worrying trend for insurers has been a rise in fraudulent claims.,Sigortacılar için endişe verici bir eğilim; sahtekarlık iddialarındaki artış oldu.,0
11734,frivolous,adjective,anlamsız,Gemini, , ,C2,I think he sees her as a frivolous young woman.,Sanırım onu ​​hafifmeşrep bir genç kadın olarak görüyor.,0
11735,fruitless,adjective,sonuçsuz,Gemini, , ,C2,All diplomatic attempts at a peaceful solution to the crisis have been fruitless.,Krizin barışçıl çözümüne yönelik tüm diplomatik girişimler sonuçsuz kaldı.,0
11736,futile,adjective,boşuna,Gemini, , ,C2,Attempts to get supplies to the region are futile because troops will not allow the aid convoy to enter the city.,Bölgeye yardım ulaştırma girişimleri sonuçsuz kalıyor çünkü askerler yardım konvoyunun şehre girmesine izin vermiyor.,0
11737,gainful,adjective,kazançlı,Gemini, , ,C2,Many graduates tell of months spent in search of gainful employment.,Birçok mezun; kazançlı bir iş bulmak için aylarca uğraştıklarını anlatıyor.,0
11738,gallant,adjective,cesur,Gemini, , ,C2,That wasn't very gallant of you; Paul; pushing a young lady out of the way like that!,Paul; genç bir kızı böyle iterek kenara itmen hiç de kibarca bir hareket değil!,0
11739,gaunt,adjective,zayıf,Gemini, , ,C2,Her face was gaunt and grey.,Yüzü solgun ve griydi.,0
11740,genial,adjective,harika,Gemini, , ,C2,The teacher is very genial/has a genial manner.,Öğretmen çok güler yüzlü/samimi bir tavır sergiliyor.,0
11741,giddy,adjective,baş döndürücü,Gemini, , ,C2,She was giddy with excitement.,Heyecandan başı dönüyordu.,0
11742,gleeful,adjective,şen,Gemini, , ,C2,I rubbed my hands in gleeful anticipation before settling down to sleep.,Uykuya dalmadan önce sevinçli bir beklentiyle ellerimi ovuşturdum.,0
11743,godforsaken,adjective,kahrolası,Gemini, , ,C2,The town is a godforsaken place at night.,Geceleyin kasaba ıssız bir yer oluyor.,0
11744,godless,adjective,tanrısız,Gemini, , ,C2,The villagers believed he was a godless man.,Köylüler onun tanrısız bir adam olduğuna inanıyorlardı.,0
11745,gossipy,adjective,dedikoducu,Gemini, , ,C2,He told me a gossipy anecdote about the late Princess.,Bana merhum Prenses hakkında dedikodu dolu bir anekdot anlattı.,0
11746,graceless,adjective,zarif olmayan,Gemini, , ,C2,He described the house as ugly and graceless.,Evi çirkin ve çirkin olarak tanımladı.,0
11747,gracious,adjective,zarif,Gemini, , ,C2,He was gracious enough to thank me.,Bana teşekkür etme nezaketini gösterdi.,0
11748,gradable,adjective,derecelendirilebilir,Gemini, , ,C2,"Add to word list



Add to word list



A gradable adjective or adverb is one that can be used in the comparative or superlative; or that can be qualified by words such as 'very' or 'quite'.","Kelime listesine ekle

Kelime listesine ekle

Derecelendirilebilir sıfat veya zarf; karşılaştırmalı veya üstünlük derecesinde kullanılabilen veya 'çok' veya 'oldukça' gibi kelimelerle nitelenebilen sıfat veya zarftır.",0
11749,granulated,adjective,granüle edilmiş,Gemini, , ,C2,Granulated sugar is coarser than powdered sugar.,Toz şeker; pudra şekerinden daha iri tanelidir.,0
11750,grating,adjective,ızgara,Gemini, , ,C2,I turned on the car’s engine; and there was that familiar grating sound.,Arabanın motorunu çalıştırdım; o tanıdık gıcırtı sesi geldi.,0
11751,groundless,adjective,temelsiz,Gemini, , ,C2,My fears turned out to be groundless.,Korkularımın yersiz olduğu ortaya çıktı.,0
11752,gruff,adjective,sert,Gemini, , ,C2,He's quite a sweet man beneath the gruff exterior.,Sert görünüşünün altında oldukça tatlı bir adam var.,0
11753,haggard,adjective,bitkin,Gemini, , ,C2,He'd been drinking the night before and was looking a bit haggard.,Bir önceki gece içki içmişti ve biraz bitkin görünüyordu.,0
11754,hardy,adjective,dayanıklı,Gemini, , ,C2,A few hardy souls continue to swim in the sea even in the middle of winter.,Birkaç cesur yürek; kış ortasında bile denizde yüzmeye devam ediyor.,0
11755,hateful,adjective,nefret dolu,Gemini, , ,C2,I never wear grey because it reminds me of my hateful school uniform.,Griyi asla giymem çünkü bana nefret ettiğim okul üniformamı hatırlatıyor.,0
11756,heady,adjective,baş döndürücü,Gemini, , ,C2,In the heady days of their youth; they thought anything was possible.,Gençliklerinin coşkulu günlerinde her şeyin mümkün olduğunu düşünüyorlardı.,0
11757,heartless,adjective,kalpsiz,Gemini, , ,C2,Don't be so heartless!,Bu kadar kalpsiz olmayın!,0
11758,heathen,adjective,putperest,Gemini, , ,C2,Those who attempted to convert the heathen were put to death.,Putperestleri din değiştirmeye çalışanlar öldürüldü.,0
11759,heedless,adjective,dikkatsiz,Gemini, , ,C2,Heedless destruction of the rainforests is contributing to global warming.,Yağmur ormanlarının bilinçsizce yok edilmesi küresel ısınmaya katkıda bulunuyor.,0
11760,homicidal,adjective,cinayete meyilli,Gemini, , ,C2,The criminal had homicidal tendencies.,Suçlunun adam öldürme eğilimi vardı.,0
11761,horrified,adjective,dehşete kapılmış,Gemini, , ,C2,He looked horrified when I told him.,Ona söylediğimde dehşete kapılmış gibi göründü.,0
11762,humiliated,adjective,aşağılanmış,Gemini, , ,C2,I've never felt so humiliated in my life.,Hayatımda hiç bu kadar aşağılanmış hissetmemiştim.,0
11763,ignoble,adjective,aşağılık,Gemini, , ,C2,His ignoble actions were shameful.,Onun bu aşağılık eylemleri utanç vericiydi.,0
11764,illiterate,adjective,okuma yazma bilmeyen,Gemini, , ,C2,A surprising percentage of the population is illiterate.,Nüfusun şaşırtıcı bir yüzdesi okuma yazma bilmiyor.,0
11765,illusive,adjective,yanıltıcı,Gemini, , ,C2,It is an illusive place where nothing is as it seems.,Hiçbir şeyin göründüğü gibi olmadığı hayali bir yer.,0
11766,imaginable,adjective,hayal edilebilir,Gemini, , ,C2,The school offers courses in every subject imaginable.,Okulda akla gelebilecek her konuda ders veriliyor.,0
11767,immaculate,adjective,tertemiz,Gemini, , ,C2,He gave an immaculate performance as the aging hero.,Yaşlanan kahraman rolünde kusursuz bir performans sergiledi.,0
11768,immature,adjective,olgunlaşmamış,Gemini, , ,C2,Stop being so silly and immature; Chris!,Bu kadar aptal ve çocuksu olmayı bırak; Chris!,0
11769,immoderate,adjective,aşırı,Gemini, , ,C2,His immoderate drinking led to health problems.,Aşırı içki içmesi sağlık sorunlarına yol açtı.,0
11770,impassable,adjective,geçilmez,Gemini, , ,C2,Many roads were flooded and impassable following the storm.,Fırtınanın ardından birçok yol sular altında kaldı ve geçilemez hale geldi.,0
11771,impending,adjective,yaklaşan,Gemini, , ,C2,The player announced his impending retirement from international football.,Oyuncu; uluslararası futbolu bırakacağını duyurdu.,0
11772,impertinent,adjective,küstah,Gemini, , ,C2,I hope he didn't think I was being impertinent when I asked him about his private life.,Özel hayatıyla ilgili ona soru sorduğumda saygısızlık yaptığımı düşünmemiştir umarım.,0
11773,imperturbable,adjective,sarsılmaz,Gemini, , ,C2,He was imperturbable in a crisis.,Kriz anlarında soğukkanlılığını korurdu.,0
11774,impetuous,adjective,aceleci,Gemini, , ,C2,He's so impetuous - why can't he think things over before he rushes into them?,O kadar aceleci ki; neden acele etmeden önce her şeyi bir kez daha düşünmüyor?,0
11775,implacable,adjective,amansız,Gemini, , ,C2,His implacable resolve was clear.,Onun amansız kararlılığı ortadaydı.,0
11776,impregnable,adjective,zaptedilemez,Gemini, , ,C2,Despite burglar alarms and window locks; homes are never impregnable against determined thieves.,Hırsız alarmlarına ve pencere kilitlerine rağmen evler; kararlı hırsızlara karşı asla yıkılmaz değildir.,0
11777,inadmissible,adjective,kabul edilemez,Gemini, , ,C2,Her confession was ruled inadmissible as evidence because it was given under pressure from the police.,İtirafının polis baskısı altında verildiği gerekçesiyle delil olarak kabul edilmediği belirtildi.,0
11778,inane,adjective,anlamsız,Gemini, , ,C2,He's always making inane remarks.,Sürekli saçma sapan laflar ediyor.,0
